Course ID,Course Subject,Column1,Course Number,Course Name,Course Description,Course Credits,Column1.details.career,Course Prerequisites,Column1.enrollment_information.course_attribute,Column1.offerings
COMPSCI 691NR,Computer Science,COMPSCI,691NR,Seminar- Neural Networks: Neuroscience and Engineering,"This is a project based course, focusing on the science connecting the field of neural network with human brain mechanism, as well as advancements which are at the front of the field. We start by introducing a few neural network architectures with their learning paradigms, including deep feed-forward and recurrent networks, Hopfield's memory, and Kohonen's self organizing maps. We continue by building on the top of these: clique structures and brain-like updatable architectures, explainable AI, combining symbolic with subsymbolic into one strong AI, robust AI, deep fake applications, and up to lifelong learning.",3,Graduate,,,[List]
COMPSCI 691O,Computer Science,COMPSCI,691O,Seminar - Tools for Explanatory and Tutoring Systems,"Artificial Intelligence will radically change education. Through machine learning, data mining, analytics, robotics, and user models, AI will replace false learning boundaries (e.g., learning places, time, level of study); personalize learning; make learning instantly available to everyone; connect learners with partners; provide multi-media; and augment human learning ability. This seminar examines recent work in explanatory and tutoring systems, presents theories about digital teaching and learning, and describes how to deliver personalized teaching in online systems. Such software supports people working alone or in collaborative inquiry to rapidly access and integrate global information. This course describes how to build tutors, stimulates awareness of research issues, and promotes sound analytic and design skills. Specific topics include systems that support collaboration, inquiry, natural language dialogue, authoring tools and user models. The course is appropriate for students from many disciplines (e.g., computer science, linguistics, education, and psychology), researchers, and practitioners from academia, industry, and government. No programming is required. Students will read and critique papers about AI tools (e.g., vision, natural language), methods, and will study the complexity of human learning through advances in cognitive science. Weekly assignments invite students to critique the literature and a final project requires a detailed specification (not a program) for a tutor on your chosen topic. Students present readings from the research literature and several working systems will be available for hands-on or virtual critique.",3,Graduate,,,[List]
COMPSCI 691PL,Computer Science,COMPSCI,691PL,Seminar- Advanced Programming Languages,"This seminar is an introduction to programming and theorem-proving with dependent types. We will use Idris, which is a dependently-typed language that is similar to languages such as Coq and Agda. In the first part of the course, we will individually work through the book Type-Driven Development with Idris. In the latter part, we will undertake a larger project as a group.",3,Graduate,,,[List]
COMPSCI 691Q,Computer Science,COMPSCI,691Q,Seminar- Quantum Computing,"This seminar will cover topics in quantum information science, including both classical ones such as quantum key distribution and Grover?s algorithm, and the emerging area of quantum machine learning.",1,Graduate,,,[List]
COMPSCI 691RS,Computer Science,COMPSCI,691RS,Seminar - Introduction to Recommender Systems,"Recommender Systems (RS) are key technical components in many online applications, such as product recommendation, video recommendation, or stream recommendation in social networks. In this course, we cover the applications and technical details of recommender systems, including: 1) Historical overview 2) Major recommendation frameworks, including content-based, collaborative filtering, and hybrid recommender systems; 3) Current techniques for recommendation, including matrix factorization, frequent pattern mining, sentiment analysis, deep learning, and economic models; 4) Analysis of recommendation applications. From this course, students will develop an understanding of the research issues, technical basis, and practical applications of personalized recommender systems.",3,Graduate,,,[List]
COMPSCI 691WM,Computer Science,COMPSCI,691WM,Seminar- Wearable and Mobile Sensors in Clinical Sciences,"The health care systems of many industrialized nations, including the US, are facing daunting challenges such as a clear trend towards an aging of the population. This large elderly population having complex health conditions is beginning to severely stress the Medicare system. Researchers, health service providers and government leaders are seeking technological solutions to this problem in order to expand the capabilities of the healthcare system. In this seminar, we will discuss the current state-of-the-art and emerging on- and off-body sensors and mobile technologies, and their applications in clinical sciences. Various topics will be covered, including 1) different types of body sensors and mobile technologies that are motivated by practical medical needs, 2) construction of appropriate clinical trials using technological outcome measures, 3) analysis of the obtained data to quantify patients' conditions, and 4) validating the system's clinical efficacy.",1,Graduate,,,[List]
COMPSCI 692A,Computer Science,COMPSCI,692A,Seminar- Automated Knowledge Base Construction,"Knowledge gathering, representation, and reasoning are among the fundamental challenges of artificial intelligence. Large-scale repositories of knowledge about entities, relations, and their abstractions are known as ""knowledge bases."" Most major technology companies now have substantial efforts in knowledge base construction, and related scholarly work spans many research areas, including machine learning, deep learning, natural language processing, information integration, databases, search, data mining, knowledge representation, human computation, human-computer interfaces, and fairness. Recently there has been a surge of interest combined neural and symbolic representations that support queries and reasoning.  In this course, we will study topics related to knowledge base construction and use, including entity recognition, entity resolution, relation extraction, embedded representations for knowledge, data structures for knowledge indexing, reasoning, semantic parsing, and question answering. There will be special focus on recent research in all of these areas.",3,Graduate,Prerequisite: COMPSCI 585 or 685,,[List]
COMPSCI 692B,Computer Science,COMPSCI,692B,Seminar- Online Learning and Inference for Distributed Systems,"In this seminar, students will read, present, and discuss research papers on recent and advanced topics in online optimization and learning and their applications to distributed systems. Students are expected to lead one or more discussions throughout the semester. This seminar covers recent research ranging from online algorithms, online learning in full and bandit feedback settings, to distributed estimation and inference, and their applications in distributed systems. Participants will be expected to read up to two papers per week. One or more attendees will be responsible for presenting a summary of each paper and help lead the discussion of the paper. When possible, researchers will be asked to relate their work to the papers.",1,Graduate,,,[List]
COMPSCI 692C,Computer Science,COMPSCI,692C,Seminar- Equitable and Explainable Artificial Intelligence,"This seminar will focus on recent research into equitable and transparent algorithms and systems. We will review cutting-edge research that supports the properties of fairness, accountability, and transparency across various research areas, in particular fair machine learning, explainable artificial intelligence, and their interdisciplinary underpinnings. The seminar will offer introductory lectures describing the origins of relevant research problems, highlighting major threads and approaches in this vivid research space, and describing the relations between them. The course will primarily involve reading and discussing papers and book chapters.",1,Graduate,,,[List]
COMPSCI 692D,Computer Science,COMPSCI,692D,Seminar- Machine Learning and Data Analysis for Networked Systems,This seminar will explore machine learning and data analytic techniques for the purpose of designing network mechanisms such as cache management algorithms and for exploring and analyzing network data such as traffic traces.,1,Graduate,,,[List]
COMPSCI 692E,Computer Science,COMPSCI,692E,Seminar - Equitable Algorithms and Systems,"This seminar will focus on recent research into equitable algorithms and systems, broadly construed.  This includes research that supports properties of fairness, accountability, and transparency, as well as respect for the privacy, safety, and equitable treatment of contributing individuals.  Specific research topics will span systems, artificial intelligence, and theory.",1,Graduate,,,[List]
COMPSCI 692F,Computer Science,COMPSCI,692F,Seminar- Conversational Artificial Intelligence,"Conversational AI is a graduate level seminar intended to cover recent research progress on chat bots, task-oriented dialogue systems, conversational search and recommender systems, conversational question answering, multi-modal conversational systems, and related topics. Students are expected to read, present, and discuss research papers related to conversational AI systems. They will also get familiar with state-of-the-art tools and techniques for developing conversational systems.",2,Graduate,,,[List]
COMPSCI 692G,Computer Science,COMPSCI,692G,Seminar - Simulation and Causal Modeling,"This seminar will explore the relationships between simulation modeling and causal modeling, focusing on the potential of these two research fields to enrich each other. From a simulation point of view, causal models could provide methods for enabling new kinds of tractable probabilistic reasoning about models, for learning models directly from data, and for learning high-level abstractions of a detailed mechanistic model. From a causal-modeling viewpoint, simulation modeling could provide a means to enhance the expressiveness of languages for high-level statistical models with finer-grained mechanistic and generative semantics.  Topics will include simulation, causal learning and reasoning, model-based RL, simulation metamodeling, probabilistic programming, process mining, and discovery of causal mechanisms.",1,Graduate,,,[List]
COMPSCI 692J,Computer Science,COMPSCI,692J,Seminar- Quantum Algorithms,"An introductory course on quantum computing covers the ""classical"" quantum algorithms developed by Peter Shor (Integer factorization), Grover (database search), and so on.  In this seminar we will cover recent algorithms proposed for optimization, solving graph problems such as matching, machine and online learning, and for generating and distributing entanglement across networks.  All students are required to present papers.  This suffices to receive one credit.  Students willing to do a project can take the course for three credits.",1,Graduate,Prerequisite: COMPSCI 590Q or 690Q,,[List]
COMPSCI 692K,Computer Science,COMPSCI,692K,Seminar- Algorithms with Predictions,"This seminar course will cover the recent topics in the emerging field of Algorithms with predictions, also known as learning-augmented algorithms, or algorithms with ML advice. This is an emerging topic at the intersection of theoretical computer science and machine learning. Generally speaking, a result in this area takes a problem with strong information-theoretic lower bounds (for instance on the competitive ratio), identifies a compact prediction that can be learned from real data, and gives a proof tying the performance of the algorithm to the quality of the underlying prediction. The field has blossomed with applications to a broad range of classic domains in theoretical computer science such as classical streaming algorithms, online scheduling, clustering, filtering data structures, and many others. The focus of this seminar, however, will be on online algorithms with predictions.",1,Graduate,,,[List]
COMPSCI 692M,Computer Science,COMPSCI,692M,Seminar - Computing for the Common Good,"Computing for the common good is a seminar course that explores new ways of utilizing technology for connecting people and empowering communities to address complex social problems related to health, and democracy.  In this course, students will read and discuss the sate of the art papers in digital civics and social technology. Students will discuss and present papers, participate in group discussions, and carry out research projects. Topics include human-computer interaction, digital civics, social computing, collective intelligence, and community sourcing.",1,Graduate,,,[List]
COMPSCI 692N,Computer Science,COMPSCI,692N,Seminar - Novel Computational Hardware and Machine Learning,"This seminar will consist of readings and discussions on novel computational systems and machine learning. Will include oscillatory computing, DNA computing, quantum computing, molecular computing, non-Turing architecture, among others. We will also look at novel machine learning algorithms.",3,Graduate,,,[List]
COMPSCI 692P,Computer Science,COMPSCI,692P,Seminar- Hot Topics in Software Engineering Research,"This seminar covers research spanning programming languages, software engineering, security and systems.",1,Graduate,,,[List]
COMPSCI 692Q,Computer Science,COMPSCI,692Q,Seminar- Distributed Quantum Information Systems,"This course will cover topics in quantum information systems including quantum communications, quantum networking, distributed quantum key distribution, and distributed quantum computing.  Students will be expected to present  papers on these topics and to participate in classroom discussion.  Although no project is required, one of the objectives of this seminar is to identify MS and PhD level research problems in the area of quantum information systems.",1,Graduate,Prerequisite: COMPSCI 690Q,,[List]
COMPSCI 692R,Computer Science,COMPSCI,692R,Seminar - Machine Learning in the Real World: Case Studies,"The course will explore several areas of applications including: aircraft maintenance, semiconductor chip manufacturing, hospice data, spectroscopy data, genomic signal processing, among others. The requirements for the class are skill in Python scripting, Python coding,  machine learning, hyper-paramater tuning. The course will have at least three projects; and some guest speakers.",3,Graduate,,,[List]
COMPSCI 692S,Computer Science,COMPSCI,692S,"Seminar- Systems for Machine Learning, Machine Learning for Systems","Over the last few years, a wave of excitement about machine learning (ML) and deep learning has proliferated from academia to industry, transforming prototypes in research labs to valid solutions to real-world problems. Using ML entails developing end-to-end pipelines to collect data, clean it, and run learning and inference algorithms in a scalable manner. This results in computationally intense workloads and complex software pipelines. Systems for ML help users organize their data and scale these computationally intense problems to larger and larger datasets.  At the same time, ML is having an increasing impact on systems design. Fine-tuned analytical heuristics and cost models are being replaced by learned models, following trends observed in other fields.  This seminar will review cutting-edge research on these topics and allow students to work on a hands-on project. It will focus on reading, presenting, and discussing recent papers in the domains of ML for systems and systems for ML (1 credit) and a final project focusing on a specific ML system topic (3 credits).",1,Graduate,,,[List]
COMPSCI 692T,Computer Science,COMPSCI,692T,Seminar - Distributed Machine Learning and Data Mining,"In this seminar, students will explore state-of-the-art techniques for finding patterns and functional relationships in data that is split across multiple locations. Topics include factorized learning for vertically partitioned data, model fitting via distributed stochastic gradient descent, and more. Students will read and present papers from a list provided by the instructors.",1,Graduate,,,[List]
COMPSCI 692V,Computer Science,COMPSCI,692V,"Seminar - Making Sense of Visual Data: Human Perception, Attention, and Information Visualization","In this course, we will focus on basic aspects of human perception and attention, and how they are relevant to areas of computer science, such as data visualization, human-computer interaction, and computer vision. We will also explore how applied research in these areas contributes to understanding the basic perceptual and cognitive mechanisms. Topics may include saliency models, memory, mental imagery, motion perception, eye-tracking, ensembling coding, and visual comparisons.",3,Graduate,,,[List]
COMPSCI 696,Computer Science,COMPSCI,696,Independent Study,,,,,,[List]
COMPSCI 696A,Computer Science,COMPSCI,696A,Independent Study - Algebraic Graph Theory,"Fast-paced and self-directed study of topics in Algebraic Graph Theory, using the text by Godsil and Royle.  Students will present material from the book to one another in weekly class meeting, and prepare a final project.",3,Graduate,,,[List]
COMPSCI 696B,Computer Science,COMPSCI,696B,Independent Study- Bounds,"To derive tight probabilistic bounds on statistical properties such as mean, median, variance, etc. of samples drawn from an unknown probability distribution.",3,Graduate,,,[List]
COMPSCI 696C,Computer Science,COMPSCI,696C,Independent Study- Chaos in Computer Performance,,,,,,[List]
COMPSCI 696CA,Computer Science,COMPSCI,696CA,Independent Study- Career Path Analysis,"Previous efforts (Mimno and McCallum, 2008) have demonstrated the usefulness of topic models for understanding the dynamics of the job market. Using a corpus of resumes as training data, we can build a topic model that summarizes the structure of the job market as a whole, where the ""topics"" are sets of skills required for different positions. In addition, by capturing the sequential aspect of the resume data, we can construct a sequence model to more accurately predict state (role) transitions for individuals over time. The goal of this project is to build on this work and expand its scope to better understand workforce characteristics at a macro level. Example questions examined might include: Which roles are currently underserved by the talent pipeline? Are there differing risk/reward scenarios associated with different career paths that can be mitigated through strategy? What types of roles have the most variability in terms of career path? Students will be responsible for creating a set of analysis tools that interface with a data set consisting of parsed resumes, along with any outside data sources that are useful.",3,Graduate,,,[List]
COMPSCI 696D,Computer Science,COMPSCI,696D,Independent Study - Face Detection Using Hard Negative Mining,Mine hard negatives of object/faces using proposed algorithm and create a dataset to improve state-of-the-art object/face detections such as faster R-CNN.  Evaluate the the model performance on FDB dataset.,3,Graduate,,,[List]
COMPSCI 696DS,Computer Science,COMPSCI,696DS,Independent Study - Data Science,"The goal of this course is to provide Professional Masters students with  industry mentorship and real-world data science training.  Beyond-classroom educational opportunities are an excellent way to gain practical experience on a substantial project, to learn advanced skills, to collaborate with a professional PhD researcher, to form a connection to a data science company, and to work in a team with other graduate students.  Industry partners propose semester-long data science projects.  Students form three-to-five-person teams, each of which work on one project throughout the semester, under the guidance of their industry mentor, additional PhD student mentors, and the course faculty instructor.  Furthermore, in weekly class meetings all students receive professional development education, data science hardware and software infrastructure training, data science research presentations, and career advice.  Student teams gain valuable oral presentation experience and feedback by regularly presenting their work-in-progress, as well as a final public presentation of their project at the end of the semester.  Advantages of these industry relationships often include access to rich industry-scale data, learning about real-world problems, and making industry connections useful for the future.",3,Graduate,,,[List]
COMPSCI 696E,Computer Science,COMPSCI,696E,Independent Study - Machine Learning Systems Project,Students will work collaboratively to construct a production-grade image processing system.,3,Graduate,,,[List]
COMPSCI 696EA,Computer Science,COMPSCI,696EA,Independent Study- Distributed Application Development for Ethereum,"This course is a group independent study focused on learning how to write distributed applications and distributed autonomous organizations in Ethereum. The group will work together to document how such systems are best designed, programmed, and evaluated.",3,Graduate,,,[List]
COMPSCI 696F,Computer Science,COMPSCI,696F,Independent Study- Information Integration and Data Poplulation for OpenReview,"Analyze the information richness of large scale scientific datasets, run entity resolution on entities within datasets. Extract relevant information from research PDFs from datasets. Evaluate coverage and accuracy of data sets with respects to the CS scientific community.",3,Graduate,,,[List]
COMPSCI 696G,Computer Science,COMPSCI,696G,Independent Study - Learning for Climate Science,Application of machine learning methods to modeling of ice melt and sea level rise.  Requires background in machine learning techniques (they will not be taught) but not in climate science.  Involves weekly research team meetings.,3,Graduate,,,[List]
COMPSCI 696M,Computer Science,COMPSCI,696M,Independent Study - Detection and Recognition of Text in Maps,,,,,,[List]
COMPSCI 696MA,Computer Science,COMPSCI,696MA,Independent Study- Manuscript PDF Parsing and Labelling,"Meta is an AI company specializing in big data analysis of scientific and technical literature. We use world-leading machine learning to help academics, commercial enterprises and government organizations solve their science and IP challenges. Meta's Bibliometrics Intelligence ( http://meta.com/publishing ) creates automated and in-depth manuscript profiles to provide authors, editors, and publishers with valuable data to ensure that publishable manuscripts find the right home within a publisher's portfolio. In this project, we will examine the use of advanced techniques to automate and improve the very first step of the manuscript processing pipeline. The task involves identifying and extracting elements from the PDF file including title, abstract, authors, affiliations, and references. Unlike published articles, PDF manuscripts are provided with no consistent formatting, added headers for editors and reviewers, line numbers, and other noisy elements. Cleanly labelling the metadata is crucial for proper downstream processing.We will leverage existing PDF parsing technology that provides detailed information about the text and formatting of the manuscript. While some data is available to bootstrap training, it is likely that additional data will have to be annotated as part of the project. We will explore the use of conditional random field and advanced deep learning techniques to accurately label and extract the metadata to allow further downstream processing.",3,Graduate,,,[List]
COMPSCI 696PC,Computer Science,COMPSCI,696PC,Independent Study - Estimating True Paint Colors,Estimating true paint formula under varying lighting conditions in the image.,3,Graduate,,,[List]
COMPSCI 696QA,Computer Science,COMPSCI,696QA,Independent Study- Multilingual Reprepresentations for Cross-lingual NLP,"Oracle is an multinational corporation that develops products and builds tools in many different languages. An important practical problem is to make natural language processing (NLP) tools (document classification, named entity recognition, etc.) available in every such language. Traditionally, an NLP practitioner would collect training data in every language for every task for every domain, but such data collection is expensive and time-consuming. Further, many resources available in a language such as English are not available in languages with fewer speakers. In this project, we want to explore a solution to multilingual NLP that does not exclusively require labeling so much data. In particular, we would like to harness unlabeled multilingual data to learn a common representation under which structure is shared across different languages. For example, in such a space, the vector for the English word ""good"" is close to the vector for the French word ""bon."" Then, by employing the multilingual representation as features, we can train a classifier in one language and have it generalize to other languages, without much additional labeled data.  In this project we will (1) explore how to learn a good multilingual representation (2) study how the number and class of languages affect the quality of the multilingual embedding space, and (3) study how well the multilingual representations allow us to transfer NLP models across different languages.",3,Graduate,,,[List]
COMPSCI 696R,Computer Science,COMPSCI,696R,Independent Study - Estimating Camera Rotation,To create an algorithm which can estimate camera rotation in videos with near and far objects,3,Graduate,,,[List]
COMPSCI 697D,Computer Science,COMPSCI,697D,Special Topics - Distributed Systems and Networks,,1,Graduate,,,[List]
COMPSCI 697M,Computer Science,COMPSCI,697M,Special Topics- Fixing Social Media,"This course examines sociotechnical problems with existing modes of social media and works towards building new, affirmative visions for social media through technical and policy means. Students will examine interventions to address problems with contemporary social media and design and develop possible interventions.",3,Graduate,,,[List]
COMPSCI 697W,Computer Science,COMPSCI,697W,Special Topics - Wearable and Mobile Sensor Computing,"The ubiquity of sensor-equipped smartphones and wearables has led to increased interest in leveraging these signals for mobile healthcare, wearability and interaction, entertainment, and other applications. This seminar will explore research issues in sensor computing including: a) inference of human activity, gestures, cognitive state, health state, and physiological markers, by leveraging sensor signals from wearable devices, mobile phones, radio-frequency devices, and other sources, b) computational pipelines for extracting features and analyzing data from a variety of sensors (e.g. accelerometer, gyroscope, microphone, camera, radio, etc), and c) end-to-end systems design from physical layer to end applications.",1,Graduate,,,[List]
COMPSCI 698W,Computer Science,COMPSCI,698W,P- CS Research Writing Practicum,"This CS research writing class uses a workshop format to focus on structure and phrasing while engaging students in a process-based approach to writing. Instruction will emphasize genre and discourse analysis and engage students in activities to strengthen audience awareness. As such, students will analyze representative examples of computer science research writing for stylistic and argumentative conventions and then integrate the awareness of these conventions and ""moves"" into their own writing. Students will produce or substantially revise a complete piece of writing.",1,Graduate,,,[List]
COMPSCI 701,Computer Science,COMPSCI,701,Advanced Topics in Computer Science,Advanced Topics in Computer Science Master's Project: Advanced research project in Computer Science.,3,Graduate,,,[List]
COMPSCI 701Y,Computer Science,COMPSCI,701Y,Advanced Topics Computer Science,Advanced Topics in Computer Science Master's Project: Advanced research project in Computer Science.,3,Graduate,,,[List]
COMPSCI 711,Computer Science,COMPSCI,711,Parallel Algorithms and Architectures,"An introduction to parallel algorithmics, emphasizing theoretical formulations and developments. The design of application-oriented algorithms in varied environments: idealized shared-memory algorithmic paradigms that ignore communication costs, distributed-memory emulations of shared memory, distributed-memory algorithmic paradigms. Concepts illustrated via important applications. The design of systems-oriented algorithms for: task scheduling, load balancing, message routing, and latency hiding. Prerequisite: COMPSCI 611 or equivalent.",3,Graduate,Prerequisite: COMPSCI 611 with a grade of B or better.,,[List]
COMPSCI 741,Computer Science,COMPSCI,741,Complexity Theory,"The study of the resources required to solve problems in various models of computation. Sequential computation: Turing machines, non-determinism, alternation, algebraic automata theory. Parallel computation: Boolean circuits, branching programs, uniformity, lower bounds for circuit models. Descriptive complexity. Possible optional topics depending on student interest: approximation of NP-complete problems, interactive proofs, nonuniform finite automata, dynamic complexity.",3,Graduate,Prerequisite: COMPSCI 601,,[List]
COMPSCI 745,Computer Science,COMPSCI,745,Advanced Systems for Big Data Analytics,"This course covers advanced topics on big data analytics systems. The course first covers the design and implementation of scalable, low-latency data analytics systems including parallel databases, MapReduce, BigTable, distributed stream systems, and Spark for unified data analytics. It then covers advanced analytics including online analytics, online aggregation, data exploration, automated insight discovery, and explanation discovery. Finally, the course examines special topics including systems for machine learning and machine learning for systems. The course workload includes paper reviews for each class, one paper presentation, programming exercises using Spark, and a research project related to the course material. The prerequisite is a graduate course on the principles and implementations of data management systems, an equivalent of COMPSCI 645, and basic understanding of machine learning techniques. Students with other backgrounds are asked to contact the instructor for approval for enrollment.",3,Graduate,,,[List]
COMPSCI 791B,Computer Science,COMPSCI,791B,Seminar- Bayesian Deep Learning,"This seminar will introduce students to research in the area of Bayesian methods applied to deep neural network models. The course will begin with foundational readings on Markov chain Monte Carlo and variational Bayesian methods and proceed to cover recent advances that are enabling the application of Bayesian inference to increasingly large deep learning models. The course will also cover methods for accelerating prediction using Bayesian deep learning models and for evaluating Bayesian deep learning models. Students will need background in deep learning (such as provided by COMPSCI 682 or COMPSCI 689) and probabilistic graphical models (such as provided by COMPSCI 688). The seminar will focus on reading, presenting, and discussing classical and recent papers (1 credit) and a final project focusing on a Bayesian deep learning topic (3 credits).",1,Graduate,,,[List]
COMPSCI 791DM,Computer Science,COMPSCI,791DM,Seminar - Building a Deep Mind in the 21st Century,"Many cognitive abilities once solely the province of biological systems are now routinely achievable with machines. Once no more than a dream, abilities such as complex 3D perception, natural language, machine translation, speech recognition, learning, and reasoning are now routinely achievable even on low cost hardware, such as cellphones, tablets, or similar devices, which can access larger scale servers for offline computation. This seminar explores the next frontiers for AI, presuming that many human cognitive abilities will be largely achieved in the next decade (vision, language, learning, reasoning, speech recognition), with the massive computing and data resources likely to be available to individuals and to corporations like Google, Baidu, Facebook, and IBM. To put it another way, core cognitive abilities are no longer ""mysteries."" but matters of mundane albeit challenging engineering.  What's left for AI? Will ""artificial intelligence"" be achieved when machines achieve human level performance in these core cognitive abilities, or, as one philosopher put it in the early heady days of AI, have we merely climbed a tall tree on the way to getting to the moon? Our thesis is that the really interesting aspects of AI are only now beginning to be possible, given that the ""operating system"" level functionalities listed above are achievable. This seminar will discuss how AI research in the next decade or two can begin to tackle each of these problems.  1. Emotion: current AI systems can learn effectively from reinforcement, but feel no emotion. Is emotion necessary to build truly intelligent cyborgs? We explore the current theories of emotion, and its connections to rational decision making.  2. Consciousness: AI systems can carry out inference and reason about choices, but are not conscious of their own self, in the sense that most mammals are. What's missing? We review the current theories of consciousness.  3. Curiosity: AI systems can be programmed to carry out tasks using high level rewards and goals, but seem incapable of setting themselves their own tasks and goals. How can we build AI systems that are curious in the sense that children are. What are the essential elements of curiosity?  4. Mortality: AI systems have no fear of ?death? and do not concern themselves with their ""mortality,"" in the sense that humans (and presumably other mammals) do. However, as AI systems learn from experience and compile massive knowledge bases, they may face similar challenges in being ""unplugged,"" faced with the loss of everything they know and have learned. (HAL in 2001: A Space Odyssey certainly feared its own death). Why is mortality important to incorporate in future AI systems?",3,Graduate,,,[List]
COMPSCI 791U,Computer Science,COMPSCI,791U,Seminar- Advanced Topics in Information Retrieval,"A seminar in which students will read, present, and discuss research papers on recent and advanced topics in Information Retrieval.  Students are expected to lead one or more discussions throughout the semester. This seminar covers recent research in Information Retrieval including neural IR, explainability and interpretability, conversational search, product and multimedia recommendation, and other research that is published within the past few years.",1,Graduate,,,[List]
COMPSCI 796,Computer Science,COMPSCI,796,Independent Study,,,,,,[List]
COMPSCI 879,Computer Science,COMPSCI,879,Teaching Assistants as Tomorrow's Faculty,Teaching Assistants as Tomorrow's Faculty prepares Teaching Assistants (TAs) at the College of Information and Computer Sciences to fulfill their duties in an effective and pedagogically sound manner. The one credit (not repeatable) course is semester long and taken by all TAs prior to assuming assistantship.,2,Graduate,,,[List]
COMPSCI 890T,Computer Science,COMPSCI,890T,Teaching Assistants as Tomorrow's Faculty,,,,,,[List]
COMPSCI 891M,Computer Science,COMPSCI,891M,S-Theory of Computation,"The theory seminar is a weekly meeting in which topics of interest in the theory of computation - broadly construed - are presented.  This is sometimes new research by visitors or local people.  It is sometimes work in progress, and it is sometimes recent material of others that some of us present in order to learn and share.  This is a one-credit seminar which may be taken repeatedly for credit. May be repeated for credit up to six times.",1,Graduate,,,[List]
COMPSCI 899,Computer Science,COMPSCI,899,Ph D Dissertation,,,,,,[List]
COMPSCI H250,Computer Science,COMPSCI,H250,Honors Colloquium for Introduction To Computation,"This course is an honors colloquium for COMPSCI 250. Students will explore and discuss topics from the CS250 curriculum in greater detail, with emphasis on logic, and then number theory, recurrences, grammars and automata. Students will do a project presentation on a topic of their choosing.",1,Undergraduate,,[List],[List]
COMPSCI H311,Computer Science,COMPSCI,H311,Honors Colloquium for Introduction to Algorithms,,,,,,[List]
COMPSCI H320,Computer Science,COMPSCI,H320,Honors Colloquium for Software Engineering,The purpose of this course is to provide students with supplementary material and insights about the software development enterprise. Students meet once a week for a one-hour discussion of software engineering topics whose exploration is intended to provide depth and perspective on the regular material of COMPSCI 320. Topics may be suggested by current events or by problems that may arise in the course of the 320 semester. Students will be required to write a term paper as part of the requirements for this course.,1,Undergraduate,,[List],[List]
COMPSCI H326,Computer Science,COMPSCI,H326,Honors Colloquium for Web Programming,,,,,,[List]
COMPSCI H335,Computer Science,COMPSCI,H335,Honors Colloquium for Inside the Box: How Computers Work,"Provides an opportunity for University Honors students enrolled in COMPSCI 335 to take a deeper look at aspects of computer hardware technology and low-level programming, including audio generation and interfacing to various devices. This may involve additional reading and discussion, extra programming projects, conducting experiments.",1,Undergraduate,,[List],[List]
COMPSCI H345,Computer Science,COMPSCI,H345,Honors Colloquium for Practice and Applications of Data Management,"Data is a core part of most modern applications. This honors course will focus on student-driven, in-depth study of fundamental topics in data management. Topics will include: remote access and security of online database systems, design and implementation of full-scale database-driven systems, and societal issues associated with data, such as ethics and fairness in a Big Data era.",1,Undergraduate,Prerequisite: COMPSCI 187 (or INFO 248 and COMPSCI 186) with a grade of C or better.,[List],[List]
COMPSCI H370,Computer Science,COMPSCI,H370,Honors Colloquium for Introduction to Computer Vision,"This introductory computer vision class will address fundamental questions about getting computers to ""see"" like humans.  We investigate questions such as -What is the role of vision in intelligence? -How are images represented in a computer? -How can we write algorithms to recognize an object? -How can humans and computers ""learn to see better"" from experience?  We will write a number of basic computer programs to do things like recognize handwritten characters, track objects in video, and understand the structure of images. The colloquium will focus on advanced topics and recent research topics related to computer vision. Students will participate in group discussions and carry out a group or individual project which will be an extension to the project work in COMPSCI 370.",1,Undergraduate,,[List],[List]
COMPSCI H377,Computer Science,COMPSCI,H377,Honors Colloquium for Operating Systems,,,,,,[List]
COMPSCI H383,Computer Science,COMPSCI,H383,Honors Colloquium for Artificial Intelligence,,,,,,[List]
COMPSCI H403,Computer Science,COMPSCI,H403,"Honors Colloquium for Introduction to Robotics: Perception, Mechanics, Dynamics & Control",,,,,,[List]
COMPSCI H445,Computer Science,COMPSCI,H445,Honors Colloquium for Information Systems,"The colloquium will focus on advanced topics and recent research topics related to information management and databases.  Students will participate in group discussions and carry out a group or individual project which will be an extension to the project work in COMPSCI 445.  Students will be graded based on their active participation during meetings, written summaries of assigned readings, and project work.",1,Undergraduate,,[List],[List]
COMPSCI H446,Computer Science,COMPSCI,H446,Honors Colloquium for Search Engines,"Students will explore and discuss topics from the COMPSCI 446 curriculum in greater detail. Students will implement an expanded programming project, such as implementing the Inference Network retrieval model, and produce a final report on that project.",1,Undergraduate,,[List],[List]
COMPSCI H585,Computer Science,COMPSCI,H585,Honors Colloquium for Introduction to Natural Language Processing,"Natural Language Processing (NLP) uses mathematics, data, and linguistics to teach computers how to understand human language.  Assignments and programing projects to implement and improve NLP systems, such as machine translation and parsing.  Honors Enrichment:  Extra readings from research papers and discussion.  Students will be responsible for paper presentations.",1,Graduate,,[List],[List]
COMPSCI H589,Computer Science,COMPSCI,H589,Honors Colloquium for Machine Learning,"This colloquium will complement the material in COMPSCI 589 by covering foundational and recent research papers from the machine learning literature. Students will participate in and lead group discussions of papers, and will also write reading responses.",1,Undergraduate,,,[List]
COMPSCI HI121,Computer Science,COMPSCI,HI121,Honors Independent Study for Introduction to Problem Solving with Computers,,,,,,[List]
COMPSCI HI220,Computer Science,COMPSCI,HI220,Honors Independent Study for Programming Methodology,,,,,,[List]
